warehouse_time_hrs_scaled,shipment_distance_km_scaled,courier_load_pct_scaled,past_delay_rate_scaled,severity_index,warehouse_efficiency,order_volume_scaled,dist_Long,traffic_level,weather_severity,delivery_status_encoded
1.4445016058928386,0.6736035404509112,-0.9581456775023396,-0.5527912921163392,9,47.37358250082102,-1.0109496084222371,True,3,2,1
-0.40632626802826116,0.057049801702598026,0.4568786269229629,1.7666048873903961,12,82.34976817113593,1.3421106946559274,False,4,2,1
1.6326171743445028,0.5343609550529309,-0.18983767555259481,1.700184118341814,6,42.18301521275539,0.7273471920499204,False,2,2,2
-1.4072014443676764,1.3662796650680893,0.15049970401773546,0.9988127880499714,12,513.7224087456547,0.17617991385143142,True,4,2,1
0.6698596789637912,-0.19696466525365688,-1.3417384920416782,-1.665176403058324,2,39.77486623068176,-0.9826846197966737,False,1,1,0
-0.0015124072193639373,1.4062616194826423,1.009611700708965,0.17250545760922742,2,111.69391350832494,-1.2300032702703545,True,1,1,1
-0.37042776609195155,0.8825437759179728,0.9472721105485166,-1.4307496872033572,10,117.23793116546754,-0.4032523529726211,True,5,1,0
0.4811460247935293,-0.029348508683135214,-1.6903321776836933,1.4071925970555286,3,47.771410980588186,-1.5903818752462897,False,1,2,0
0.7283697204175157,0.36947969367580236,-0.4383853979469803,1.036776478236559,10,53.15675117003045,-1.0109496084222371,False,5,1,1
-1.7023131143473509,-0.5966148604980575,-1.5271279668054996,1.6782496057416925,12,813.3241256489516,-0.8766909124508103,False,3,3,0
-1.1373270201665766,1.693053554909641,0.9749834851937169,0.4003971870265338,6,333.55286921880924,1.5611643565040447,True,2,2,1
0.7603005884375877,0.5926265035052148,0.7852982206208741,0.09771385130298833,12,58.05659287816349,-0.21952992690645812,True,3,3,1
0.5981587567487924,-1.5769526008767574,1.3550808549919393,0.0864823613929366,20,4.217847789127481,0.6001547432348845,False,5,3,1
1.639459593538892,-0.5929933300421937,-0.9472621517294254,-0.37881384127847373,8,21.188425056008896,1.5046343792529178,False,4,1,1
